customer_id,sale_amount
1,1436
2,4760
3,1454
4,5788
5,2517
6,7077
7,9486
8,4344
9,5075
10,9851
11,7705
12,7740
13,2728
14,140
15,6690
16,1456
17,804
18,626
19,3746
20,1521
21,2061
22,8469
23,4421
24,1591
25,6256
26,8521
27,3963
28,8158
29,3625
30,9338
31,3866
32,1113
33,1351
34,9153
35,1246
36,2214
37,7981
38,277
39,3454
40,3401
41,4007
42,775
43,5594
44,6843
45,2993
46,6801
47,6656
48,9726
49,8107
50,6262
51,1003
52,9787
53,8607
54,7339
55,3116
56,3816
57,5393
58,2702
59,1418
60,1624
61,6344
62,552
63,6913
64,9625
65,763
66,6943
67,7444
68,3915
69,228
70,5104
71,3861
72,2593
73,408
74,2881
75,8156
76,7241
77,549
78,9638
79,4791
80,3417
81,4930
82,8620
83,1294
84,3677
85,8951
86,487
87,8774
88,9994
89,2490
90,3448
91,4965
92,2058
93,2237
94,6647
95,8605
96,9004
97,6836
98,6044
99,6549
100,5144
101,730
102,5349
103,7612
104,5601
105,2170
106,8467
107,8808
108,3541
109,3810
110,5458
111,3834
112,2119
113,1726
114,2252
115,1218
116,7444
117,6720
118,2905
119,5499
120,7943
121,2150
122,1190
123,3605
124,5504
125,1646
126,1889
127,6588
128,2368
129,9794
130,8231
131,5087
132,6042
133,7462
134,3885
135,1851
136,8543
137,5781
138,3202
139,1090
140,6245
141,121
142,6685
143,6301
144,9669
145,5134
146,5102
147,167
148,3071
149,7775
150,2236
151,913
152,8733
153,2080
154,4349
155,3841
156,5159
157,6362
158,5311
159,9896
160,4411
161,805
162,8666
163,3675
164,2204
165,1136
166,278
167,7204
168,9725
169,4854
170,3807
171,5286
172,7974
173,3804
174,975
175,9059
176,9071
177,8055
178,5346
179,4160
180,4455
181,6336
182,1215
183,9270
184,4914
185,3117
186,784
187,1107
188,9527
189,2215
190,9069
191,8504
192,115
193,9919
194,5809
195,5978
196,9647
197,9273
198,9192
199,2025
200,6583
201,4129
202,2908
203,5664
204,9448
205,204
206,3143
207,7023
208,3881
209,5062
210,6530
211,1301
212,6167
213,6098
214,6859
215,1963
216,1504
217,4762
218,4942
219,9649
220,7433
221,2167
222,3066
223,7430
224,8680
225,3117
226,1615
227,3739
228,3196
229,1611
230,5444
231,262
232,6746
233,7766
234,2128
235,695
236,952
237,7811
238,3065
239,1710
240,2919
241,3554
242,2535
243,7436
244,1707
245,6937
246,3242
247,714
248,7859
249,3898
250,446
251,7041
252,6264
253,6826
254,844
255,7007
256,3420
257,4065
258,434
259,6123
260,958
261,974
262,8358
263,9117
264,6520
265,8381
266,5512
267,8166
268,7827
269,8317
270,9496
271,194
272,1836
273,6770
274,6690
275,5684
276,3948
277,2182
278,5898
279,5706
280,9184
281,1062
282,6702
283,5783
284,6788
285,4409
286,2867
287,1684
288,6084
289,4621
290,5254
291,7809
292,4125
293,6453
294,4823
295,902
296,5387
297,2076
298,7773
299,444
300,4865
301,5305
302,8937
303,1718
304,5878
305,6291
306,9831
307,6110
308,4292
309,4738
310,7824
311,2219
